document_modified,term_localName,term_isDefinedBy,term_created,term_modified,term_deprecated,replaces_term,replaces1_term,replaces2_term,label,rdfs_comment,dcterms_description,examples,Type,tdwgutility_abcdEquivalence,tdwgutility_organizedInClass,tdwgutility_decision,tdwgutility_usageScope
2017-09-23T06:53:00-05:00,DWC:occurrenceMeasurementDeterminedBy,http://rs.tdwg.org/dwc/terms/,2009-04-24,2009-10-09,True,http://rs.tdwg.org/dwc/terms/SampleAttributeDeterminedBy,,,Occurrence Measurement Determined By,The agent responsible for having determined the value of the measurement or characteristic of the occurrence.,"Example: ""Javier de la Torre""",,owl:ObjectProperty,DataSets/DataSet/Units/Unit/MeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/MeasuredBy,http://rs.tdwg.org/dwc/terms/OccurrenceMeasurement,,
2017-09-23T06:53:00-05:00,DWC:occurrenceMeasurementDeterminedDate,http://rs.tdwg.org/dwc/terms/,2009-04-24,2009-10-09,True,http://rs.tdwg.org/dwc/terms/SampleAttributeDeterminedDate,,,Occurrence Measurement Determined Date,"The date on which the the measurement or characteristic of the occurrence was made. Recommended best practice is to use an encoding scheme, such as ISO 8601:2004(E).","Examples: ""1963-03-08T14:07-0600"" is 8 Mar 1963 2:07pm in the time zone six hours earlier than UTC, ""2009-02-20T08:40Z"" is 20 Feb 2009 8:40am UTC, ""1809-02-12"" is 12 Feb 1809, ""1906-06"" is Jun 1906, ""1971"" is just that year, ""2007-03-01T13:00:00Z/2008-05-11T15:30:00Z"" is the interval between 1 Mar 2007 1pm UTC and 11 May 2008 3:30pm UTC, ""2007-11-13/15"" is the interval between 13 Nov 2007 and 15 Nov 2007.",,owl:ObjectProperty,DataSets/DataSet/Units/Unit/MeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/MeasurementDateTime,http://rs.tdwg.org/dwc/terms/OccurrenceMeasurement,,
2017-09-23T06:53:00-05:00,DWC:occurrenceMeasurementID,http://rs.tdwg.org/dwc/terms/,2009-04-24,2009-10-09,True,http://rs.tdwg.org/dwc/terms/SampleAttributeID,,,Occurrence Measurement ID,An identifier for the occurrence attribute. May be a global unique identifier or an identifier specific to the data set.,,,owl:ObjectProperty,not in ABCD,http://rs.tdwg.org/dwc/terms/OccurrenceMeasurement,,
2017-09-23T06:53:00-05:00,DWC:occurrenceMeasurementRemarks,http://rs.tdwg.org/dwc/terms/,2009-04-24,2009-10-09,True,,,,Occurrence Measurement Remarks,Comments or notes accompanying the measurement or characteristic of the occurrence.,"Example: ""tip of tail missing""",,owl:ObjectProperty,not in ABCD,http://rs.tdwg.org/dwc/terms/OccurrenceMeasurement,,
2017-09-23T06:53:00-05:00,DWC:occurrenceMeasurementType,http://rs.tdwg.org/dwc/terms/,2009-04-24,2009-10-09,True,http://rs.tdwg.org/dwc/terms/SampleAttributeType,,,Occurrence Measurement Type,The nature of the measurement or characteristic of the occurrence. Recommended best practice is to use a controlled vocabulary.,"Example: ""tail length""",,owl:ObjectProperty,DataSets/DataSet/Units/Unit/MeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/Parameter,http://rs.tdwg.org/dwc/terms/OccurrenceMeasurement,,
2017-09-23T06:53:00-05:00,DWC:occurrenceMeasurementUnit,http://rs.tdwg.org/dwc/terms/,2009-04-24,2009-10-09,True,http://rs.tdwg.org/dwc/terms/SampleAttributeUnit,,,Occurrence Measurement Unit,The units for the value of the measurement or characteristic of the occurrence. Recommended best practice is to use International System of Units (SI) units.,"Example: ""mm""",,owl:ObjectProperty,DataSets/DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/UnitOfMeasurement,http://rs.tdwg.org/dwc/terms/OccurrenceMeasurement,,
2017-09-23T06:53:00-05:00,DWC:occurrenceMeasurementValue,http://rs.tdwg.org/dwc/terms/,2009-04-24,2009-10-09,True,http://rs.tdwg.org/dwc/terms/SampleAttributeValue,,,Occurrence Measurement Value,The value of the measurement or characteristic of the occurrence.,"Example: ""45""",,owl:ObjectProperty,DataSets/DataSet/Units/Unit/MeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/LowerValue or DataSets/DataSet/Units/Unit/MeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/UpperValue,http://rs.tdwg.org/dwc/terms/OccurrenceMeasurement,,
2020-07-26T09:45:40-05:00,DWC:occurrenceRemarks,http://rs.tdwg.org/dwc/terms/,2009-04-24,2017-10-06,,http://rs.tdwg.org/dwc/terms/SampleRemarks,,,Occurrence Remarks,Comments or notes about the Occurrence.,,`found dead on road`,owl:ObjectProperty,DataSets/DataSet/Units/Unit/Notes,http://rs.tdwg.org/dwc/terms/Occurrence,,simple
2021-07-27T08:04:18-05:00,DWC:occurrenceStatus,http://rs.tdwg.org/dwc/terms/,2009-09-17,2021-07-15,,,,,Occurrence Status,A statement about the presence or absence of a Taxon at a Location.,"For Occurrences, the default vocabulary is recommended to consist of ""present"" and ""absent"", but can be extended by implementers with good justification.","`present`, `absent`",owl:ObjectProperty,not in ABCD,http://rs.tdwg.org/dwc/terms/Occurrence,,simple
2020-07-26T09:45:40-05:00,DWC:order,http://rs.tdwg.org/dwc/terms/,2009-04-24,2017-10-06,,http://rs.tdwg.org/dwc/dwcore/Order,,,Order,The full scientific name of the order in which the taxon is classified.,,"`Carnivora`, `Monocleales`",owl:ObjectProperty,DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/HigherTaxa/HigherTaxon/HigherTaxonName with HigherTaxa/HigherTaxon/HigherTaxonRank = ordo,http://rs.tdwg.org/dwc/terms/Taxon,,simple
2020-07-26T19:35:47-05:00,DWC:Organism,http://rs.tdwg.org/dwc/terms/,2014-10-23,2018-09-06,,,,,Organism,A particular organism or defined group of organisms considered to be taxonomically homogeneous.,"Instances of the dwc:Organism class are intended to facilitate linking one or more dwc:Identification instances to one or more dwc:Occurrence instances. Therefore, things that are typically assigned scientific names (such as viruses, hybrids, and lichens) and aggregates whose occurrences are typically recorded (such as packs, clones, and colonies) are included in the scope of this class.",A specific bird. A specific wolf pack. A specific instance of a bacterial culture.,http://www.w3.org/2000/01/rdf-schema#Class,not in ABCD,,http://rs.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-26_14,extension
2020-07-26T09:45:40-05:00,DWC:organismID,http://rs.tdwg.org/dwc/terms/,2014-10-23,2017-10-06,,http://rs.tdwg.org/dwc/terms/individualID,,,Organism ID,An identifier for the Organism instance (as opposed to a particular digital record of the Organism). May be a globally unique identifier or an identifier specific to the data set.,,`http://arctos.database.museum/guid/WNMU:Mamm:1249`,owl:ObjectProperty,not in ABCD,http://rs.tdwg.org/dwc/terms/Organism,http://rs.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-26_14,simple
2020-07-26T09:45:40-05:00,DWC:organismName,http://rs.tdwg.org/dwc/terms/,2014-10-23,2017-10-06,,,,,Organism Name,A textual name or label assigned to an Organism instance.,,"`Huberta`, `Boab Prison Tree`, `J pod`",owl:ObjectProperty,not in ABCD,http://rs.tdwg.org/dwc/terms/Organism,http://rs.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-26_14,simple
2021-07-27T08:04:18-05:00,DWC:organismQuantity,http://rs.tdwg.org/dwc/terms/,2014-12-23,2021-07-15,,,,,Organism Quantity,A number or enumeration value for the quantity of organisms.,An organismQuantity must have a corresponding organismQuantityType.,`27` (organismQuantity) with `individuals` (organismQuantityType). `12.5` (organismQuantity) with `% biomass` (organismQuantityType). `r` (organismQuantity) with `Braun Blanquet Scale` (organismQuantityType). `many` (organismQuantity) with `individuals` (organismQuantityType).,owl:ObjectProperty,not in ABCD,http://rs.tdwg.org/dwc/terms/Occurrence,,simple
2020-07-26T09:45:40-05:00,DWC:organismQuantityType,http://rs.tdwg.org/dwc/terms/,2014-12-23,2017-10-06,,,,,Organism Quantity Type,The type of quantification system used for the quantity of organisms.,A dwc:organismQuantityType must have a corresponding dwc:organismQuantity.,`27` (organismQuantity) with `individuals` (organismQuantityType). `12.5` (organismQuantity) with `%biomass` (organismQuantityType). `r` (organismQuantity) with `BraunBlanquetScale` (organismQuantityType).,owl:ObjectProperty,not in ABCD,http://rs.tdwg.org/dwc/terms/Occurrence,http://rs.tdwg.org/dwc/terms/history/decisions/#Decision-2015-03-19_18,simple
2020-07-26T09:45:40-05:00,DWC:organismRemarks,http://rs.tdwg.org/dwc/terms/,2014-10-23,2017-10-06,,,,,Organism Remarks,Comments or notes about the Organism instance.,,`One of a litter of six`,owl:ObjectProperty,not in ABCD,http://rs.tdwg.org/dwc/terms/Organism,http://rs.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-26_14,simple
2020-07-26T09:45:40-05:00,DWC:organismScope,http://rs.tdwg.org/dwc/terms/,2014-10-23,2017-10-06,,,,,Organism Scope,A description of the kind of Organism instance. Can be used to indicate whether the Organism instance represents a discrete organism or if it represents a particular type of aggregation.,"Recommended best practice is to use a controlled vocabulary. This term is not intended to be used to specify a type of taxon. To describe the kind of dwc:Organism using a URI object in RDF, use rdf:type (http://www.w3.org/1999/02/22-rdf-syntax-ns#type) instead.","`multicellular organism`, `virus`, `clone`, `pack`, `colony`",owl:ObjectProperty,not in ABCD,http://rs.tdwg.org/dwc/terms/Organism,http://rs.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-26_14,simple
2021-07-27T08:04:18-05:00,DWC:originalNameUsage,http://rs.tdwg.org/dwc/terms/,2009-09-21,2021-07-15,,http://rs.tdwg.org/dwc/terms/basionym,,,Original Name Usage,"The taxon name, with authorship and date information if known, as it originally appeared when first established under the rules of the associated nomenclaturalCode. The basionym (botany) or basonym (bacteriology) of the scientificName or the senior/earlier homonym for replaced names.","The full scientific name, with authorship and date information if known, of the name usage in which the terminal element of the scientificName was originally established under the rules of the associated nomenclaturalCode. For example, for names governed by the ICNafp, this term would indicate the basionym of a record representing a subsequent combination. Unlike basionyms, however, this term can apply to scientific names at all ranks.","`Pinus abies`, `Gasterosteus saltatrix Linnaeus 1768`",owl:ObjectProperty,not in ABCD,http://rs.tdwg.org/dwc/terms/Taxon,,simple
2021-07-27T08:04:18-05:00,DWC:originalNameUsageID,http://rs.tdwg.org/dwc/terms/,2009-09-21,2021-07-15,,http://rs.tdwg.org/dwc/terms/basionymID,,,Original Name Usage ID,An identifier for the name usage (documented meaning of the name according to a source) in which the terminal element of the scientificName was originally established under the rules of the associated nomenclaturalCode.,"This term should be used to refer to the taxonID of a Taxon record that represents the usage of the terminal element of the scientificName as originally established under the rules of the associated nomenclaturalCode. For example, for names governed by the ICNafp, this term would establish the relationship between a record representing a subsequent combination and the record for its corresponding basionym. Unlike basionyms, however, this term can apply to scientific names at all ranks. For Darwin Core Archives the related record should be present locally in the same archive.","`tsn:41107` (ITIS), `urn:lsid:ipni.org:names:320035-2` (IPNI), `2704179` (GBIF), `6W3C4` (COL)",owl:ObjectProperty,not in ABCD,http://rs.tdwg.org/dwc/terms/Taxon,,simple
2020-07-26T09:45:40-05:00,DWC:otherCatalogNumbers,http://rs.tdwg.org/dwc/terms/,2009-04-24,2017-10-06,,http://rs.tdwg.org/dwc/curatorial/OtherCatalogNumbers,,,Other Catalog Numbers,"A list (concatenated and separated) of previous or alternate fully qualified catalog numbers or other human-used identifiers for the same Occurrence, whether in the current or any other data set or collection.",Recommended best practice is to separate the values in a list with space vertical bar space (` | `).,"`FMNH:Mammal:1234`, `NPS YELLO6778 | MBG 33424`",owl:ObjectProperty,DataSets/DataSet/Units/Unit/SpecimenUnit/History/PreviousUnitsText,http://rs.tdwg.org/dwc/terms/Occurrence,http://rs.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-30_16,simple
2020-07-26T09:45:40-05:00,DWC:ownerInstitutionCode,http://rs.tdwg.org/dwc/terms/,2009-08-24,2017-10-06,,,,,Owner Institution Code,The name (or acronym) in use by the institution having ownership of the object(s) or information referred to in the record.,,"`NPS`, `APN`, `InBio`",owl:ObjectProperty,not in ABCD,http://rs.tdwg.org/dwc/terms/,,simple
2020-07-26T09:45:40-05:00,DWC:parentEventID,http://rs.tdwg.org/dwc/terms/,2014-12-23,2017-10-06,,,,,Parent Event ID,An identifier for the broader Event that groups this and potentially other Events.,Use a globally unique identifier for a dwc:Event or an identifier for a dwc:Event that is specific to the data set.,"`A1` (parentEventID to identify the main Whittaker Plot in nested samples, each with its own eventID - `A1:1`, `A1:2`).",owl:ObjectProperty,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,http://rs.tdwg.org/dwc/terms/history/decisions/#Decision-2015-03-19_18,simple
2020-07-26T09:45:40-05:00,DWC:parentNameUsage,http://rs.tdwg.org/dwc/terms/,2009-09-21,2017-10-06,,,,,Parent Name Usage,"The full name, with authorship and date information if known, of the direct, most proximate higher-rank parent taxon (in a classification) of the most specific element of the scientificName.",,"`Rubiaceae`, `Gruiformes`, `Testudinae`",owl:ObjectProperty,DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/HigherTaxa/HigherTaxon/HigherTaxonName,http://rs.tdwg.org/dwc/terms/Taxon,,simple
2021-07-27T08:04:18-05:00,DWC:parentNameUsageID,http://rs.tdwg.org/dwc/terms/,2009-09-21,2021-07-15,,http://rs.tdwg.org/dwc/terms/higherTaxonNameID,,,Parent Name Usage ID,"An identifier for the name usage (documented meaning of the name according to a source) of the direct, most proximate higher-rank parent taxon (in a classification) of the most specific element of the scientificName.",This term should be used for accepted names to refer to the taxonID of a Taxon record that represents the next higher taxon rank in the same taxonomic classification. For Darwin Core Archives the related record should be present locally in the same archive.,"`tsn:41074` (ITIS), `urn:lsid:ipni.org:names:30001404-2` (IPNI), `2704173` (GBIF), `6T8N` (COL)",owl:ObjectProperty,not in ABCD,http://rs.tdwg.org/dwc/terms/Taxon,,simple
2020-07-26T09:45:40-05:00,DWC:phylum,http://rs.tdwg.org/dwc/terms/,2009-04-24,2017-10-06,,http://rs.tdwg.org/dwc/dwcore/Phylum,,,Phylum,The full scientific name of the phylum or division in which the taxon is classified.,,`Chordata` (phylum). `Bryophyta` (division).,owl:ObjectProperty,DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/HigherTaxa/HigherTaxon/HigherTaxonName with HigherTaxa/HigherTaxon/HigherTaxonRank = phylum,http://rs.tdwg.org/dwc/terms/Taxon,,simple
2020-08-20T11:03:29-05:00,DWC:pointRadiusSpatialFit,http://rs.tdwg.org/dwc/terms/,2009-04-24,2020-08-20,,http://rs.tdwg.org/dwc/geospatial/PointRadiusSpatialFit,,,Point Radius Spatial Fit,"The ratio of the area of the point-radius (decimalLatitude, decimalLongitude, coordinateUncertaintyInMeters) to the area of the true (original, or most specific) spatial representation of the Location. Legal values are 0, greater than or equal to 1, or undefined. A value of 1 is an exact match or 100% overlap. A value of 0 should be used if the given point-radius does not completely contain the original representation. The pointRadiusSpatialFit is undefined (and should be left empty) if the original representation is a point without uncertainty and the given georeference is not that same point (without uncertainty). If both the original and the given georeference are the same point, the pointRadiusSpatialFit is 1.","Detailed explanations with graphical examples can be found in the Georeferencing Best Practices, Chapman and Wieczorek, 2020 (https://doi.org/10.15468/doc-gg7h-s853).","`0`, `1`, `1.5708`",owl:ObjectProperty,DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/PointRadiusSpatialFit,http://purl.org/dc/terms/Location,,simple
2020-07-26T09:45:40-05:00,DWC:preparations,http://rs.tdwg.org/dwc/terms/,2009-04-24,2017-10-06,,http://rs.tdwg.org/dwc/curatorial/Preparations,,,Preparations,A list (concatenated and separated) of preparations and preservation methods for a specimen.,Recommended best practice is to separate the values in a list with space vertical bar space (` | `).,"`fossil`, `cast`, `photograph`, `DNA extract`, `skin | skull | skeleton`, `whole animal (ETOH) | tissue (EDTA)`",owl:ObjectProperty,DataSets/DataSet/Units/Unit/SpecimenUnit/Preparations/PreparationsText,http://rs.tdwg.org/dwc/terms/Occurrence,http://rs.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-30_16,simple
2020-07-26T19:35:47-05:00,DWC:PreservedSpecimen,http://rs.tdwg.org/dwc/terms/,2014-10-23,2018-09-06,,http://rs.tdwg.org/dwc/dwctype/PreservedSpecimen,,,Preserved Specimen,A specimen that has been preserved.,,A plant on an herbarium sheet. A cataloged lot of fish in a jar.,http://www.w3.org/2000/01/rdf-schema#Class,RecordBasisEnum/PreservedSpecimen,,http://rs.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-26_15,extension
2017-09-23T06:53:00-05:00,DWC:PreviousIdentifications,http://rs.tdwg.org/dwc/terms/,2008-11-19,2009-04-24,True,,,,Previous Identifications,A list (concatenated and separated) of previous ScientificNames to which the sample was identified.,"Example: ""Anthus correndera"".",,owl:ObjectProperty,DataSets/DataSet/Units/Unit/Identifications/Identification with PreferredFlag = false,http://rs.tdwg.org/dwc/terms/Identification,,
2020-07-26T09:45:40-05:00,DWC:previousIdentifications,http://rs.tdwg.org/dwc/terms/,2009-04-24,2017-10-06,,http://rs.tdwg.org/dwc/terms/PreviousIdentifications,,,Previous Identifications,A list (concatenated and separated) of previous assignments of names to the Organism.,Recommended best practice is to separate the values in a list with space vertical bar space (` | `).,"`Chalepidae`, `Pinus abies`, `Anthus sp., field ID by G. Iglesias | Anthus correndera, expert ID by C. Cicero 2009-02-12 based on morphology`",owl:ObjectProperty,DataSets/DataSet/Units/Unit/Identifications/Identification with PreferredFlag = false,http://rs.tdwg.org/dwc/terms/Organism,http://rs.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-30_16,simple
2020-07-26T09:45:40-05:00,DWC:recordedBy,http://rs.tdwg.org/dwc/terms/,2009-04-24,2017-10-06,,http://rs.tdwg.org/dwc/dwcore/Collector,,,Recorded By,"A list (concatenated and separated) of names of people, groups, or organizations responsible for recording the original Occurrence. The primary collector or observer, especially one who applies a personal identifier (recordNumber), should be listed first.",Recommended best practice is to separate the values in a list with space vertical bar space (` | `).,`José E. Crespo`. `Oliver P. Pearson | Anita K. Pearson` (where the value in recordNumber `OPP 7101` corresponds to the collector number for the specimen in the field catalog of Oliver P. Pearson).,owl:ObjectProperty,DataSets/DataSet/Units/Unit/Gathering/GatheringAgents/GatheringAgentsText,http://rs.tdwg.org/dwc/terms/Occurrence,http://rs.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-30_16,simple
2020-07-26T09:45:40-05:00,DWC:recordNumber,http://rs.tdwg.org/dwc/terms/,2009-04-24,2017-10-06,,http://rs.tdwg.org/dwc/curatorial/CollectorNumber,,,Record Number,"An identifier given to the Occurrence at the time it was recorded. Often serves as a link between field notes and an Occurrence record, such as a specimen collector's number.",,`OPP 7101`,owl:ObjectProperty,DataSets/DataSet/Units/Unit/CollectorsFieldNumber,http://rs.tdwg.org/dwc/terms/Occurrence,,simple
2017-09-23T06:53:00-05:00,DWC:RelatedBasisOfRecord,http://rs.tdwg.org/dwc/terms/,2008-11-19,2009-01-26,True,,,,Related Basis of Record,The nature of the related resource. Recommended best practice is to use the same controlled vocabulary as for basisOfRecord.,"Example: ""PreservedSpecimen""",,owl:ObjectProperty,not in ABCD,http://rs.tdwg.org/dwc/terms/ResourceRelationship,,
2020-07-26T19:35:47-05:00,DWC:relatedResourceID,http://rs.tdwg.org/dwc/terms/,2009-04-24,2018-09-06,,,,,Related Resource ID,"An identifier for a related resource (the object, rather than the subject of the relationship).",,`dc609808-b09b-11e8-96f8-529269fb1459`,owl:ObjectProperty,DataSets/DataSet/Units/Unit/Associations/UnitAssociation/AssociatedUnitSourceInstitutionCode + DataSets/DataSet/Units/Unit/Associations/UnitAssociation/AssociatedUnitSourceName + DataSets/DataSet/Units/Unit/Associations/UnitAssociation/AssociatedUnitID,http://rs.tdwg.org/dwc/terms/ResourceRelationship,,extension
2017-09-23T06:53:00-05:00,DWC:relatedResourceType,http://rs.tdwg.org/dwc/terms/,2009-04-24,2009-10-09,True,,,,Related Resource Type,The type of the related resource. Recommended best practice is to use a controlled vocabulary.,"Examples: ""StillImage"", ""MovingImage"", ""Sound"", PhysicalObject"", ""PreservedSpecimen"", FossilSpecimen"", LivingSpecimen"", ""HumanObservation"", ""MachineObservation"", ""Location"", ""Taxonomy"", ""NomeclaturalChecklist"", ""Publication""",,owl:ObjectProperty,not in ABCD,http://rs.tdwg.org/dwc/terms/ResourceRelationship,,
2020-07-26T19:35:47-05:00,DWC:relationshipAccordingTo,http://rs.tdwg.org/dwc/terms/,2009-04-24,2018-09-06,,,,,Relationship According To,"The source (person, organization, publication, reference) establishing the relationship between the two resources.",,`Julie Woodruff`,owl:ObjectProperty,not in ABCD,http://rs.tdwg.org/dwc/terms/ResourceRelationship,,extension
2020-08-12T14:26:44-05:00,DWC:relationshipEstablishedDate,http://rs.tdwg.org/dwc/terms/,2009-04-24,2020-08-12,,,,,Relationship Established Date,The date-time on which the relationship between the two resources was established.,Recommended best practice is to use a date that conforms to ISO 8601-1:2019.,`1963-03-08T14:07-0600` (8 Mar 1963 at 2:07pm in the time zone six hours earlier than UTC). `2009-02-20T08:40Z` (20 February 2009 8:40am UTC). `2018-08-29T15:19` (3:19pm local time on 29 August 2018). `1809-02-12` (some time during 12 February 1809). `1906-06` (some time in June 1906). `1971` (some time in the year 1971). `2007-03-01T13:00:00Z/2008-05-11T15:30:00Z` (some time during the interval between 1 March 2007 1pm UTC and 11 May 2008 3:30pm UTC). `1900/1909` (some time during the interval between the beginning of the year 1900 and the end of the year 1909). `2007-11-13/15` (some time in the interval between 13 November 2007 and 15 November 2007).,owl:ObjectProperty,not in ABCD,http://rs.tdwg.org/dwc/terms/ResourceRelationship,,extension
2021-07-27T08:04:18-05:00,DWC:relationshipOfResource,http://rs.tdwg.org/dwc/terms/,2009-04-24,2021-07-15,,,,,Relationship Of Resource,The relationship of the subject (identified by resourceID) to the object (identified by relatedResourceID).,Recommended best practice is to use a controlled vocabulary.,"`sameAs`, `duplicate of`, `mother of`, `offspring of`, `sibling of`, `parasite of`, `host of`, `valid synonym of`, `located within`, `pollinator of members of taxon`, `pollinated specific plant`, `pollinated by members of taxon`",owl:ObjectProperty,DataSets/DataSet/Units/Unit/Associations/UnitAssociation/AssociationType,http://rs.tdwg.org/dwc/terms/ResourceRelationship,,extension
2020-07-26T19:35:47-05:00,DWC:relationshipRemarks,http://rs.tdwg.org/dwc/terms/,2009-04-24,2018-09-06,,,,,Relationship Remarks,Comments or notes about the relationship between the two resources.,,"`mother and offspring collected from the same nest`, `pollinator captured in the act`",owl:ObjectProperty,DataSets/DataSet/Units/Unit/Associations/UnitAssociation/Comments,http://rs.tdwg.org/dwc/terms/ResourceRelationship,,extension
2020-07-26T09:45:40-05:00,DWC:reproductiveCondition,http://rs.tdwg.org/dwc/terms/,2009-04-24,2017-10-06,,,,,Reproductive Condition,The reproductive condition of the biological individual(s) represented in the Occurrence.,Recommended best practice is to use a controlled vocabulary.,"`non-reproductive`, `pregnant`, `in bloom`, `fruit-bearing`",owl:ObjectProperty,not in ABCD,http://rs.tdwg.org/dwc/terms/Occurrence,,simple
2020-07-26T19:35:47-05:00,DWC:resourceID,http://rs.tdwg.org/dwc/terms/,2009-04-24,2018-09-06,,,,,Resource ID,An identifier for the resource that is the subject of the relationship.,,`f809b9e0-b09b-11e8-96f8-529269fb1459`,owl:ObjectProperty,not in ABCD,http://rs.tdwg.org/dwc/terms/ResourceRelationship,,extension
2020-07-26T19:35:47-05:00,DWC:ResourceRelationship,http://rs.tdwg.org/dwc/terms/,2009-01-21,2018-09-06,,,,,Resource Relationship,A relationship of one rdfs:Resource (http://www.w3.org/2000/01/rdf-schema#Resource) to another.,"Resources can be thought of as identifiable records or instances of classes and may include, but need not be limited to dwc:Occurrence, dwc:Organism, dwc:MaterialSample, dwc:Event, dwc:Location, dwc:GeologicalContext, dwc:Identification, or dwc:Taxon.",An instance of an Organism is the mother of another instance of an Organism. A uniquely identified Occurrence represents the same Occurrence as another uniquely identified Occurrence. A MaterialSample is a subsample of another MaterialSample.,http://www.w3.org/2000/01/rdf-schema#Class,DataSets/DataSet/Units/Unit/Associations,,http://rs.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-26_15,extension
2020-07-26T19:35:47-05:00,DWC:resourceRelationshipID,http://rs.tdwg.org/dwc/terms/,2009-04-24,2018-09-06,,,,,Resource Relationship ID,"An identifier for an instance of relationship between one resource (the subject) and another (relatedResource, the object).",,`04b16710-b09c-11e8-96f8-529269fb1459`,owl:ObjectProperty,not in ABCD,http://rs.tdwg.org/dwc/terms/ResourceRelationship,,extension
2017-09-23T06:53:00-05:00,DWC:Sample,http://rs.tdwg.org/dwc/terms/,2008-11-19,2009-04-29,True,,,,Sample,"Container class for information about the results of a sampling event (specimen, observation, etc.)",,,http://www.w3.org/2000/01/rdf-schema#Class,DataSets/DataSet/Units/Unit,,,
2017-09-23T06:53:00-05:00,DWC:SampleAttribute,http://rs.tdwg.org/dwc/terms/,2008-11-19,2009-04-29,True,,,,Sample Attribute,Container class for information about attributes related to a given sample.,,,http://www.w3.org/2000/01/rdf-schema#Class,Datasets/Dataset/Units/Unit/MeasurementsOrFacts,,,
2017-09-23T06:53:00-05:00,DWC:SampleAttributeAccuracy,http://rs.tdwg.org/dwc/terms/,2009-01-18,2009-04-29,True,,,,Sample Attribute Accuracy,The description of the error associated with the SampleAttributeValue.,"Example: ""0.01"", ""normal distribution with variation of 2 m""",,owl:ObjectProperty,DataSets/DataSet/Units/Unit/MeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/Accuracy,http://rs.tdwg.org/dwc/terms/SampleAttribute,,
2017-09-23T06:53:00-05:00,DWC:SampleAttributeDeterminedBy,http://rs.tdwg.org/dwc/terms/,2009-01-23,2009-04-29,True,,,,Sample Attribute Determined By,The agent responsible for having determined the value of the measurement or characteristic of the sample.,"Example: ""Javier de la Torre""",,owl:ObjectProperty,DataSets/DataSet/Units/Unit/MeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/MeasuredBy,http://rs.tdwg.org/dwc/terms/SampleAttribute,,
2017-09-23T06:53:00-05:00,DWC:SampleAttributeDeterminedDate,http://rs.tdwg.org/dwc/terms/,2009-01-23,2009-04-29,True,,,,Sample Attribute Determined Date,The date on which the the measurement or characteristic of the sample was made.,"Date may be used to express temporal information at any level of granularity. Recommended best practice is to use an encoding scheme, such as the W3CDTF profile of ISO 8601 [W3CDTF].",,owl:ObjectProperty,DataSets/DataSet/Units/Unit/MeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/MeasurementDateTime,http://rs.tdwg.org/dwc/terms/SampleAttribute,,
2017-09-23T06:53:00-05:00,DWC:SampleAttributeRemarks,http://rs.tdwg.org/dwc/terms/,2008-11-19,2009-04-29,True,,,,Sample Attribute Remarks,Comments or notes accompanying the measurement or characteristic of the sample.,"Example: ""tip of tail missing""",,owl:ObjectProperty,not in ABCD,http://rs.tdwg.org/dwc/terms/SampleAttribute,,
2017-09-23T06:53:00-05:00,DWC:SampleAttributeUnit,http://rs.tdwg.org/dwc/terms/,2008-11-19,2009-04-29,True,,,,Sample Attribute Unit,The units for the value of the measurement or characteristic of the sample. Recommended best practice is to use International System of Units (SI) units.,"Example: ""mm""",,owl:ObjectProperty,DataSets/DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/UnitOfMeasurement,http://rs.tdwg.org/dwc/terms/SampleAttribute,,
